empresa_id,fecha_inicio,giro,tipo_campana,presupuesto,alcance,conversiones,tasa_conversion,ventas_generadas,ingresos_generados,roi,factor_estacional,mes,año
1e2cdac1bee783a6,2020-02-26,agencia_viajes,facebook_ads,185044.73,2188975,19700,0.9,6156,45010071.64,24223.89,0.36,2,2020
67f7139f663d063b,2020-02-26,restaurante,email_marketing,2067.55,11675,420,3.6,159,72724.35,3417.42,0.72,2,2020
8f1d55542cad62ff,2020-02-26,hotel,instagram_ads,6345.86,65548,786,1.2,170,223006.61,3414.21,0.6,2,2020
b60652bdfc685379,2020-02-26,agencia_viajes,instagram_ads,204645.89,2999136,21593,0.72,5217,52795190.41,25698.31,0.36,2,2020
05ac81611f03d486,2020-02-27,agencia_viajes,instagram_ads,156276.47,2319962,16703,0.72,5875,38033790.59,24237.5,0.36,2,2020
a271a74c4699a947,2020-02-27,agencia_viajes,instagram_ads,156905.63,1925534,13863,0.72,2724,30067422.17,19062.74,0.36,2,2020
e69fbfe59696e502,2020-02-27,restaurante,google_ads,4265.67,58549,1264,2.16,268,159450.07,3637.98,0.72,2,2020
0d3a6428017ab487,2020-02-28,agencia_viajes,influencer_marketing,31539.3,376038,6317,1.68,1223,12870614.91,40708.18,0.42,2,2020
11b50a632841a0d3,2020-02-28,restaurante,google_ads,1808.84,21115,456,2.16,117,33247.68,1738.07,0.72,2,2020
37d0d111f3b188d5,2020-02-28,evento,facebook_ads,27853.93,227219,2726,1.2,711,327870.62,1077.11,0.48,2,2020
6740bc1783a47144,2020-02-28,transporte,instagram_ads,21070.88,264924,3179,1.2,532,902435.01,4182.85,0.6,2,2020
6fa6bc658f2c197b,2020-02-28,spa_wellness,radio_local,6720.29,241682,773,0.32,266,203276.27,2924.81,0.4,2,2020
7a20e52829bd846d,2020-02-28,evento,google_ads,45103.49,476003,6854,1.44,1690,617146.05,1268.29,0.48,2,2020
ac7c27887417c240,2020-02-28,atraccion_turistica,email_marketing,1803.46,19677,590,3.0,155,155608.07,8528.3,0.6,2,2020
e46939e517e37016,2020-02-28,hotel,vallas_publicitarias,15182.58,117581,293,0.25,75,136090.66,796.36,0.5,2,2020
4de67df28cc74ff1,2020-02-29,agencia_viajes,tv_local,121303.75,2823293,4065,0.144,914,1987074.8,1538.1,0.24,2,2020
794481f917d69b48,2020-02-29,restaurante,radio_local,6198.87,206767,793,0.384,189,106888.64,1624.33,0.48,2,2020
3ec5c959aaf19cbe,2020-03-01,restaurante,email_marketing,1976.61,9978,478,4.8,87,20072.21,915.49,0.96,3,2020
78a32708c1fba5b1,2020-03-01,restaurante,periodico_local,1146.55,12429,99,0.8,18,9694.85,745.56,0.8,3,2020
9ee5ffc41e78b63e,2020-03-01,transporte,google_ads,53429.01,542629,13674,2.52,5187,9164702.62,17053.05,0.84,3,2020
be1df60bfb9dc772,2020-03-01,restaurante,facebook_ads,2584.83,23478,563,2.4,125,60422.45,2237.58,0.96,3,2020
cfec5cd55ad7f2c9,2020-03-01,restaurante,folletos_turisticos,927.52,7661,91,1.2,24,13188.72,1321.94,0.8,3,2020
2b6f9ff82b9e5823,2020-03-02,transporte,vallas_publicitarias,12524.85,81822,286,0.35,78,127261.22,916.07,0.7,3,2020
5addb134699ede63,2020-03-02,restaurante,google_ads,5035.72,43143,1242,2.88,408,253060.24,4925.31,0.96,3,2020
789ef720e30f781a,2020-03-02,hotel,email_marketing,1774.42,19589,940,4.8,252,331845.1,18601.66,0.96,3,2020
b3515fb5e23d932f,2020-03-02,restaurante,email_marketing,6092.54,72971,3502,4.8,853,641034.54,10421.64,0.96,3,2020
cfe603ecf84ca199,2020-03-02,evento,vallas_publicitarias,48096.01,552377,1933,0.35,452,314615.31,554.14,0.7,3,2020
fc83dcabea5116d9,2020-03-02,atraccion_turistica,email_marketing,648.91,7292,306,4.2,84,12487.71,1824.42,0.84,3,2020
3a427783a3c14615,2020-03-03,renta_vehiculos,radio_local,18945.67,449970,2015,0.448,388,493514.85,2504.9,0.56,3,2020
a18b15952ab3cd4c,2020-03-03,hotel,vallas_publicitarias,3033.61,28466,113,0.4,29,73232.88,2314.05,0.8,3,2020
f8ab41bedd251fe6,2020-03-03,restaurante,tv_local,2390.81,85290,327,0.384,85,40964.52,1613.42,0.64,3,2020
49d96d1e4e05449e,2020-03-04,tour_operador,radio_local,18133.8,633220,2836,0.448,776,1012759.19,5484.93,0.56,3,2020
6f9659426bbb5d02,2020-03-05,tour_operador,radio_local,11768.45,360240,1613,0.448,487,950798.56,7979.22,0.56,3,2020
4ea36ae3e15bdab5,2020-03-07,hotel,instagram_ads,24752.47,299651,5753,1.92,1398,1954386.79,7795.72,0.96,3,2020
03c05d2da66862a7,2020-03-09,atraccion_turistica,facebook_ads,6525.86,56223,1180,2.1,462,353618.12,5318.72,0.84,3,2020
8353a07782010c00,2020-03-17,agencia_viajes,email_marketing,89653.25,600248,21608,3.6,3635,51666948.66,57529.75,0.72,3,2020
01baf11fc1b03c51,2020-03-20,restaurante,email_marketing,2122.43,18690,897,4.8,349,230691.04,10769.2,0.96,3,2020
1e2cdac1bee783a6,2020-03-22,agencia_viajes,instagram_ads,75376.04,915626,13185,1.44,3568,24844859.25,32861.22,0.72,3,2020
4367ee8635407216,2020-03-22,restaurante,google_ads,1242.14,10756,309,2.88,104,18395.69,1380.97,0.96,3,2020
7692950abff62110,2020-03-23,hotel,google_ads,3828.88,38783,1116,2.88,174,286467.05,7381.74,0.96,3,2020
d38f649eda8138c5,2020-03-23,agencia_viajes,tv_local,129967.49,3552042,10229,0.288,2043,9550192.55,7248.14,0.48,3,2020
6740bc1783a47144,2020-03-25,transporte,facebook_ads,23341.57,260526,5471,2.1,1992,3781106.71,16099.02,0.84,3,2020
70552b86770b498f,2020-03-25,atraccion_turistica,radio_local,616.62,16299,73,0.448,12,3902.28,532.85,0.56,3,2020
d0270f3601b6d4a2,2020-03-25,restaurante,instagram_ads,2238.14,20163,387,1.92,147,56705.0,2433.58,0.96,3,2020
f10ba6f1ebd530a4,2020-03-25,evento,google_ads,54022.93,695079,17515,2.52,3153,3757928.98,6856.17,0.84,3,2020
19ada0d81451abfc,2020-03-26,comercio_souvenirs,instagram_ads,13652.08,183831,3088,1.68,1179,1365265.87,9900.42,0.84,3,2020
2b677cf67baef725,2020-03-26,hotel,email_marketing,13250.79,81127,3894,4.8,816,1847519.29,13842.71,0.96,3,2020
6654d146e2a0180a,2020-03-26,evento,google_ads,48242.69,437827,11033,2.52,4385,5945640.4,12224.44,0.84,3,2020
71a3dee19038e44d,2020-03-26,restaurante,influencer_marketing,1086.43,11487,514,4.48,112,32955.52,2933.38,1.12,3,2020
4de67df28cc74ff1,2020-03-27,agencia_viajes,facebook_ads,24880.16,268606,4834,1.8,1231,3204328.52,12779.05,0.72,3,2020
a826757ea3785429,2020-03-27,renta_vehiculos,radio_local,16733.93,479516,2148,0.448,690,555576.28,3220.06,0.56,3,2020
3c7e60bd8ed648ad,2020-03-28,spa_wellness,google_ads,6836.82,78140,1969,2.52,562,830504.1,12047.52,0.84,3,2020
4bd29c8c3d477c36,2020-03-28,restaurante,facebook_ads,7033.43,64877,1557,2.4,495,279024.13,3867.11,0.96,3,2020
8f1d55542cad62ff,2020-03-28,hotel,google_ads,10401.31,145113,4179,2.88,1389,2002542.74,19152.79,0.96,3,2020
0d3a6428017ab487,2020-03-29,agencia_viajes,facebook_ads,32547.7,427906,7702,1.8,2317,22720811.27,69707.73,0.72,3,2020
a18b15952ab3cd4c,2020-03-29,hotel,google_ads,5620.04,61217,1763,2.88,292,847026.06,14971.52,0.96,3,2020
121745fe6fa003ce,2020-03-30,spa_wellness,facebook_ads,2805.67,32414,680,2.1,143,50117.76,1686.3,0.84,3,2020
b3515fb5e23d932f,2020-03-30,restaurante,instagram_ads,7079.51,75662,1452,1.92,315,241556.03,3312.04,0.96,3,2020
4f242d604728724e,2020-03-31,transporte,facebook_ads,6369.33,88790,1864,2.1,430,483201.11,7486.37,0.84,3,2020
2de355e7c96a4d7c,2020-04-01,agencia_viajes,tv_local,245309.77,9484682,63737,0.672,13791,61278866.05,24880.2,1.12,4,2020
47f1f97574fa448e,2020-04-01,hotel,radio_local,32372.49,1197444,9962,0.832,3863,5616371.51,17249.21,1.04,4,2020
f48605ea51e41b4c,2020-04-01,evento,instagram_ads,38302.28,398764,11484,2.88,3714,4000930.38,10345.67,1.44,4,2020
11b50a632841a0d3,2020-04-02,restaurante,tv_local,2569.71,56050,269,0.48,81,23934.15,831.39,0.8,4,2020
1b47988b793c02ef,2020-04-02,restaurante,facebook_ads,937.17,10211,306,3.0,95,31835.26,3296.97,1.2,4,2020
49d96d1e4e05449e,2020-04-02,tour_operador,facebook_ads,9559.85,107393,3543,3.3,831,1036544.91,10742.69,1.32,4,2020
c3debf67f52332e2,2020-04-02,restaurante,google_ads,4136.16,50945,1834,3.6,669,462654.73,11085.61,1.2,4,2020
e46939e517e37016,2020-04-02,hotel,facebook_ads,13810.63,133240,5196,3.9,1374,2478362.07,17845.32,1.56,4,2020
2b6f9ff82b9e5823,2020-04-03,transporte,facebook_ads,18915.05,264580,8731,3.3,1379,2051405.02,10745.36,1.32,4,2020
cfec5cd55ad7f2c9,2020-04-03,restaurante,facebook_ads,1847.56,20255,607,3.0,138,76511.52,4041.22,1.2,4,2020
d2ae43a9b560b15b,2020-04-03,restaurante,instagram_ads,3303.66,45348,1088,2.4,423,135978.98,4016.01,1.2,4,2020
4d3c3e21704186d6,2020-04-04,evento,google_ads,53079.02,703617,30396,4.32,7957,3924159.15,7293.05,1.44,4,2020
9ee5ffc41e78b63e,2020-04-04,transporte,radio_local,33767.32,918545,6466,0.704,1267,2406903.48,7027.91,0.88,4,2020
46fb7351661a2bac,2020-04-05,agencia_viajes,email_marketing,25159.9,198736,16693,8.4,3675,57679998.14,229153.69,1.68,4,2020
9523205835b8bc29,2020-04-05,atraccion_turistica,facebook_ads,10431.18,147413,4864,3.3,1740,1821771.81,17364.67,1.32,4,2020
b42250a619d8fd7d,2020-04-05,transporte,influencer_marketing,11993.31,120840,7443,6.16,1341,1727720.18,14305.71,1.54,4,2020
36e54115a5429566,2020-04-06,agencia_viajes,instagram_ads,142985.66,1602260,53835,3.36,13415,81471883.56,56879.06,1.68,4,2020
6f9659426bbb5d02,2020-04-06,tour_operador,instagram_ads,10773.74,108512,2864,2.64,653,1038027.02,9534.78,1.32,4,2020
cb1be639d1ac027b,2020-04-06,renta_vehiculos,facebook_ads,9005.66,78271,2582,3.3,655,866966.96,9526.92,1.32,4,2020
4ea36ae3e15bdab5,2020-04-07,hotel,google_ads,15003.47,157878,7388,4.68,1831,3437420.14,22810.83,1.56,4,2020
03c05d2da66862a7,2020-04-08,atraccion_turistica,email_marketing,6437.08,61075,4030,6.6,1085,980769.9,15136.26,1.32,4,2020
4350787a0c6c9c82,2020-04-18,restaurante,google_ads,4044.98,37635,1354,3.6,326,217406.78,5274.72,1.2,4,2020
1c7ae6218ebcc41e,2020-04-19,transporte,email_marketing,9345.91,83696,5523,6.6,1677,2490457.51,26547.56,1.32,4,2020
1447c4b75767a5aa,2020-04-20,restaurante,radio_local,1986.78,67420,431,0.64,109,55622.32,2699.62,0.8,4,2020
7a20e52829bd846d,2020-04-20,evento,radio_local,73472.18,1906389,14641,0.768,3771,1165622.19,1486.48,0.96,4,2020
039159df8a511e8a,2020-04-21,evento,facebook_ads,33678.6,414612,14926,3.6,4464,2228909.54,6518.18,1.44,4,2020
e19869350ac745f8,2020-04-21,comercio_souvenirs,radio_local,6922.35,163062,1147,0.704,186,48952.07,607.16,0.88,4,2020
0af23ea804f85cda,2020-04-22,hotel,google_ads,11619.84,170285,7969,4.68,2076,1827548.81,15627.84,1.56,4,2020
a826757ea3785429,2020-04-22,renta_vehiculos,facebook_ads,22221.59,299858,9895,3.3,3298,2409276.38,10742.05,1.32,4,2020
4de67df28cc74ff1,2020-04-23,agencia_viajes,tv_local,107889.42,2765156,18581,0.672,3112,6625390.6,6040.91,1.12,4,2020
e538318dcfcaacaf,2020-04-23,restaurante,instagram_ads,3021.13,25849,620,2.4,169,98212.62,3150.85,1.2,4,2020
0d3a6428017ab487,2020-04-24,agencia_viajes,google_ads,20505.43,202088,10185,5.04,1694,16292351.2,79353.83,1.68,4,2020
550b94c6f57ebc3b,2020-04-24,restaurante,vallas_publicitarias,643.72,4593,22,0.5,3,664.54,3.23,1.0,4,2020
f10ba6f1ebd530a4,2020-04-24,evento,email_marketing,43095.72,389602,28051,7.2,4669,5466386.31,12584.29,1.44,4,2020
94ee069ec8f644b1,2020-04-25,hotel,radio_local,16858.17,631649,5255,0.832,1971,3028734.11,17865.97,1.04,4,2020
d3c3d9152aab2b0e,2020-04-25,restaurante,email_marketing,905.34,6943,416,6.0,141,75974.1,8291.74,1.2,4,2020
3c7e60bd8ed648ad,2020-04-26,spa_wellness,radio_local,10346.08,384020,2703,0.704,477,790787.31,7543.35,0.88,4,2020
8f1d55542cad62ff,2020-04-26,hotel,instagram_ads,13726.95,156420,4880,3.12,1172,1537101.71,11097.69,1.56,4,2020
9bc25ce304faeb12,2020-04-26,restaurante,influencer_marketing,3675.03,24672,1381,5.6,405,239871.95,6427.07,1.4,4,2020
be1df60bfb9dc772,2020-04-26,restaurante,facebook_ads,3194.31,45148,1354,3.0,432,229473.0,7083.8,1.2,4,2020
d0270f3601b6d4a2,2020-04-26,restaurante,google_ads,2447.53,30237,1088,3.6,300,133567.82,5357.25,1.2,4,2020
19ada0d81451abfc,2020-04-27,comercio_souvenirs,facebook_ads,13382.68,169760,5602,3.3,1928,2598048.39,19313.52,1.32,4,2020
4cd7746bbd41ddab,2020-04-27,restaurante,radio_local,2841.73,98986,633,0.64,211,67108.74,2261.54,0.8,4,2020
6740bc1783a47144,2020-04-27,transporte,facebook_ads,10095.51,138261,4562,3.3,725,1181766.88,11605.86,1.32,4,2020
794481f917d69b48,2020-04-27,restaurante,facebook_ads,2731.89,23303,699,3.0,210,105500.35,3761.81,1.2,4,2020
a1abf1423145933c,2020-04-27,spa_wellness,radio_local,9810.35,219792,1547,0.704,334,125465.01,1178.9,0.88,4,2020
e69fbfe59696e502,2020-04-27,restaurante,email_marketing,3490.7,34799,2087,6.0,545,239852.01,6771.18,1.2,4,2020
f8ab41bedd251fe6,2020-04-27,restaurante,instagram_ads,2662.43,23200,556,2.4,166,64305.51,2315.29,1.2,4,2020
2de355e7c96a4d7c,2020-04-28,agencia_viajes,facebook_ads,145929.56,1779960,74758,4.2,20676,82687856.37,56562.86,1.68,4,2020
37d0d111f3b188d5,2020-04-28,evento,facebook_ads,23669.49,284951,10258,3.6,1928,695777.74,2839.55,1.44,4,2020
49d96d1e4e05449e,2020-04-28,tour_operador,facebook_ads,7401.66,74422,2455,3.3,657,900810.52,12070.38,1.32,4,2020
4bd29c8c3d477c36,2020-04-28,restaurante,google_ads,1938.98,25601,921,3.6,304,168416.23,8585.8,1.2,4,2020
70552b86770b498f,2020-04-28,atraccion_turistica,email_marketing,543.1,3137,207,6.6,61,20037.06,3589.38,1.32,4,2020
c3debf67f52332e2,2020-04-28,restaurante,facebook_ads,2504.47,26466,793,3.0,138,112535.94,4393.41,1.2,4,2020
da5251a2ff836b56,2020-04-28,transporte,influencer_marketing,3170.96,16294,1003,6.16,229,350335.16,10948.24,1.54,4,2020
b60652bdfc685379,2020-04-29,agencia_viajes,google_ads,183229.24,1493956,75295,5.04,19671,199622120.71,108846.65,1.68,4,2020
0baff7e7db294ba8,2020-04-30,agencia_viajes,email_marketing,146210.92,1197860,100620,8.4,35430,244259400.66,166959.62,1.68,4,2020
1b47988b793c02ef,2020-04-30,restaurante,google_ads,1099.78,13412,482,3.6,160,48124.74,4275.85,1.2,4,2020
251b0924c9020066,2020-04-30,renta_vehiculos,email_marketing,3169.66,34070,2248,6.6,541,915665.13,28788.39,1.32,4,2020
e7bdd5aeb4852632,2020-05-01,agencia_viajes,google_ads,216851.49,2859592,164712,5.76,46530,424805536.39,195796.98,1.92,5,2020
3ec5c959aaf19cbe,2020-05-02,restaurante,facebook_ads,2000.23,22718,749,3.3,219,52186.91,2509.04,1.32,5,2020
