empresa_id,fecha,asistentes,capacidad_maxima,precio_entrada,ingresos_totales,ocupacion_porcentaje,factor_estacional,dia_semana,mes,año
07acd16b556dd864,2020-05-18,203,297,944.27,191686.92,68.4,1.2,Monday,5,2020
cfe603ecf84ca199,2020-05-20,914,1984,654.62,598321.19,46.1,1.2,Wednesday,5,2020
f10ba6f1ebd530a4,2020-05-21,1144,1151,1687.84,1930884.25,99.4,1.2,Thursday,5,2020
4672518ff5f66c70,2020-05-24,373,686,1877.35,700252.05,54.4,1.56,Sunday,5,2020
f10ba6f1ebd530a4,2020-05-26,692,1151,1612.41,1115788.31,60.1,1.2,Tuesday,5,2020
4d3c3e21704186d6,2020-05-28,1096,1786,611.57,670284.58,61.4,1.2,Thursday,5,2020
f48605ea51e41b4c,2020-05-30,573,663,1452.98,832556.74,86.4,1.56,Saturday,5,2020
039159df8a511e8a,2020-05-31,1475,1804,610.5,900481.91,81.8,1.56,Sunday,5,2020
4d3c3e21704186d6,2020-05-31,1786,1786,606.92,1083954.92,100.0,1.56,Sunday,5,2020
cfe603ecf84ca199,2020-06-01,1597,1984,673.17,1075047.95,80.5,1.6,Monday,6,2020
f10ba6f1ebd530a4,2020-06-02,1151,1151,1914.69,2203813.43,100.0,1.6,Tuesday,6,2020
6654d146e2a0180a,2020-06-03,758,996,2014.55,1527029.22,76.1,1.6,Wednesday,6,2020
37d0d111f3b188d5,2020-06-04,1029,1029,626.64,644817.54,100.0,1.6,Thursday,6,2020
6654d146e2a0180a,2020-06-04,996,996,2237.04,2228093.26,100.0,1.6,Thursday,6,2020
6654d146e2a0180a,2020-06-05,996,996,1940.74,1932980.61,100.0,1.6,Friday,6,2020
4d3c3e21704186d6,2020-06-05,909,1786,592.37,538467.94,50.9,1.6,Friday,6,2020
4d3c3e21704186d6,2020-06-06,1786,1786,692.98,1237662.98,100.0,2.08,Saturday,6,2020
f10ba6f1ebd530a4,2020-06-06,1130,1151,2153.22,2433142.34,98.2,2.08,Saturday,6,2020
7a20e52829bd846d,2020-06-06,1805,1805,575.28,1038374.7,100.0,2.08,Saturday,6,2020
37d0d111f3b188d5,2020-06-07,1029,1029,595.26,612518.64,100.0,2.08,Sunday,6,2020
7a20e52829bd846d,2020-06-08,1508,1805,494.05,745033.77,83.5,1.6,Monday,6,2020
6654d146e2a0180a,2020-06-08,996,996,1886.36,1878812.57,100.0,1.6,Monday,6,2020
07acd16b556dd864,2020-06-10,297,297,984.21,292309.36,100.0,1.6,Wednesday,6,2020
cfe603ecf84ca199,2020-06-12,1767,1984,731.54,1292625.31,89.1,1.6,Friday,6,2020
4d3c3e21704186d6,2020-06-23,1786,1786,643.0,1148393.74,100.0,1.6,Tuesday,6,2020
07acd16b556dd864,2020-06-23,261,297,911.43,237883.78,87.9,1.6,Tuesday,6,2020
039159df8a511e8a,2020-06-25,1804,1804,718.53,1296230.38,100.0,1.6,Thursday,6,2020
d6b81da7ff177362,2020-06-25,177,302,792.39,140253.88,58.6,1.6,Thursday,6,2020
37d0d111f3b188d5,2020-06-27,689,1029,538.24,370844.76,67.0,2.08,Saturday,6,2020
07acd16b556dd864,2020-06-29,297,297,1036.34,307794.08,100.0,1.6,Monday,6,2020
039159df8a511e8a,2020-06-29,1804,1804,642.34,1158781.21,100.0,1.6,Monday,6,2020
b696fa66076665dc,2020-07-01,584,584,679.5,396830.14,100.0,1.8,Wednesday,7,2020
cfe603ecf84ca199,2020-07-02,1984,1984,1018.69,2021076.43,100.0,1.8,Thursday,7,2020
d6b81da7ff177362,2020-07-02,247,302,993.16,245309.72,81.8,1.8,Thursday,7,2020
f10ba6f1ebd530a4,2020-07-04,1151,1151,2616.14,3011179.75,100.0,2.34,Saturday,7,2020
6654d146e2a0180a,2020-07-07,996,996,1700.54,1693735.68,100.0,1.8,Tuesday,7,2020
f48605ea51e41b4c,2020-07-11,663,663,1476.36,978829.8,100.0,2.34,Saturday,7,2020
039159df8a511e8a,2020-07-11,1714,1804,692.58,1187083.35,95.0,2.34,Saturday,7,2020
07acd16b556dd864,2020-07-12,238,297,1525.26,363011.66,80.1,2.34,Sunday,7,2020
7a20e52829bd846d,2020-07-12,1805,1805,501.99,906082.97,100.0,2.34,Sunday,7,2020
4d3c3e21704186d6,2020-07-13,1562,1786,760.19,1187418.88,87.5,1.8,Monday,7,2020
6654d146e2a0180a,2020-07-14,996,996,1838.98,1831620.92,100.0,1.8,Tuesday,7,2020
039159df8a511e8a,2020-07-15,1804,1804,615.99,1111248.81,100.0,1.8,Wednesday,7,2020
07acd16b556dd864,2020-07-16,202,297,1022.72,206588.81,68.0,1.8,Thursday,7,2020
7a20e52829bd846d,2020-07-16,1035,1805,525.59,543988.76,57.3,1.8,Thursday,7,2020
f10ba6f1ebd530a4,2020-07-18,928,1151,2545.11,2361858.44,80.6,2.34,Saturday,7,2020
6654d146e2a0180a,2020-07-18,945,996,2243.19,2119817.09,94.9,2.34,Saturday,7,2020
4d3c3e21704186d6,2020-07-22,1127,1786,686.81,774030.14,63.1,1.8,Wednesday,7,2020
07acd16b556dd864,2020-07-25,263,297,1486.83,391035.4,88.6,2.34,Saturday,7,2020
039159df8a511e8a,2020-07-26,1804,1804,1015.92,1832726.77,100.0,2.34,Sunday,7,2020
d6b81da7ff177362,2020-07-26,302,302,1124.34,339550.68,100.0,2.34,Sunday,7,2020
4d3c3e21704186d6,2020-07-27,1786,1786,737.21,1316648.71,100.0,1.8,Monday,7,2020
07acd16b556dd864,2020-07-30,297,297,1102.05,327308.87,100.0,1.8,Thursday,7,2020
f10ba6f1ebd530a4,2020-08-01,1151,1151,1736.15,1998313.14,100.0,2.21,Saturday,8,2020
b696fa66076665dc,2020-08-01,584,584,792.75,462963.66,100.0,2.21,Saturday,8,2020
cfe603ecf84ca199,2020-08-03,1984,1984,902.82,1791190.81,100.0,1.7,Monday,8,2020
6654d146e2a0180a,2020-08-03,561,996,2229.52,1250760.42,56.3,1.7,Monday,8,2020
6654d146e2a0180a,2020-08-04,996,996,1960.25,1952405.2,100.0,1.7,Tuesday,8,2020
6654d146e2a0180a,2020-08-05,720,996,2318.9,1669604.65,72.3,1.7,Wednesday,8,2020
039159df8a511e8a,2020-08-07,1804,1804,590.85,1065896.49,100.0,1.7,Friday,8,2020
4672518ff5f66c70,2020-08-07,686,686,1958.32,1343409.67,100.0,1.7,Friday,8,2020
b696fa66076665dc,2020-08-08,457,584,891.89,407595.98,78.3,2.21,Saturday,8,2020
37d0d111f3b188d5,2020-08-09,1029,1029,779.53,802138.45,100.0,2.21,Sunday,8,2020
07acd16b556dd864,2020-08-12,264,297,988.75,261029.67,88.9,1.7,Wednesday,8,2020
6654d146e2a0180a,2020-08-12,996,996,1813.43,1806175.71,100.0,1.7,Wednesday,8,2020
f48605ea51e41b4c,2020-08-13,651,663,1193.14,776731.61,98.2,1.7,Thursday,8,2020
f10ba6f1ebd530a4,2020-08-14,588,1151,1557.22,915647.0,51.1,1.7,Friday,8,2020
4d3c3e21704186d6,2020-08-14,1786,1786,517.58,924406.45,100.0,1.7,Friday,8,2020
07acd16b556dd864,2020-08-15,297,297,1401.11,416129.76,100.0,2.21,Saturday,8,2020
cfe603ecf84ca199,2020-08-15,1984,1984,983.11,1950494.95,100.0,2.21,Saturday,8,2020
4672518ff5f66c70,2020-08-17,452,686,2194.1,991735.19,65.9,1.7,Monday,8,2020
f10ba6f1ebd530a4,2020-08-17,1151,1151,1822.72,2097950.48,100.0,1.7,Monday,8,2020
4672518ff5f66c70,2020-08-18,534,686,1565.64,836051.68,77.8,1.7,Tuesday,8,2020
b696fa66076665dc,2020-08-18,584,584,825.2,481918.26,100.0,1.7,Tuesday,8,2020
d6b81da7ff177362,2020-08-18,302,302,1156.15,349158.11,100.0,1.7,Tuesday,8,2020
039159df8a511e8a,2020-08-20,1596,1804,559.02,892199.95,88.5,1.7,Thursday,8,2020
b696fa66076665dc,2020-08-23,583,584,1016.29,592497.7,99.8,2.21,Sunday,8,2020
b696fa66076665dc,2020-08-24,584,584,833.8,486941.52,100.0,1.7,Monday,8,2020
f48605ea51e41b4c,2020-08-25,663,663,1224.24,811672.04,100.0,1.7,Tuesday,8,2020
d6b81da7ff177362,2020-08-25,302,302,1197.57,361667.46,100.0,1.7,Tuesday,8,2020
7a20e52829bd846d,2020-08-27,1761,1805,426.47,751016.39,97.6,1.7,Thursday,8,2020
4d3c3e21704186d6,2020-08-29,1786,1786,706.23,1261319.27,100.0,2.21,Saturday,8,2020
d6b81da7ff177362,2020-08-30,302,302,1349.27,407478.72,100.0,2.21,Sunday,8,2020
6654d146e2a0180a,2020-08-31,951,996,2139.62,2034774.99,95.5,1.7,Monday,8,2020
4672518ff5f66c70,2020-09-02,652,686,1868.23,1218086.63,95.0,1.3,Wednesday,9,2020
4d3c3e21704186d6,2020-09-04,987,1786,535.26,528304.32,55.3,1.3,Friday,9,2020
d6b81da7ff177362,2020-09-05,283,302,987.73,279527.8,93.7,1.69,Saturday,9,2020
6654d146e2a0180a,2020-09-06,996,996,2060.07,2051825.93,100.0,1.69,Sunday,9,2020
f10ba6f1ebd530a4,2020-09-08,1151,1151,1820.71,2095637.97,100.0,1.3,Tuesday,9,2020
37d0d111f3b188d5,2020-09-09,912,1029,391.08,356667.3,88.6,1.3,Wednesday,9,2020
07acd16b556dd864,2020-09-13,219,297,1008.0,220751.57,73.7,1.69,Sunday,9,2020
cfe603ecf84ca199,2020-09-16,1952,1984,817.41,1595585.11,98.4,1.3,Wednesday,9,2020
f48605ea51e41b4c,2020-09-21,663,663,1044.49,692499.37,100.0,1.3,Monday,9,2020
7a20e52829bd846d,2020-09-24,1200,1805,377.43,452915.64,66.5,1.3,Thursday,9,2020
6654d146e2a0180a,2020-09-24,996,996,1872.58,1865093.03,100.0,1.3,Thursday,9,2020
039159df8a511e8a,2020-09-25,1559,1804,635.46,990674.65,86.4,1.3,Friday,9,2020
b696fa66076665dc,2020-09-27,348,584,700.07,243625.81,59.6,1.69,Sunday,9,2020
07acd16b556dd864,2020-09-28,169,297,970.2,163963.04,56.9,1.3,Monday,9,2020
4d3c3e21704186d6,2020-09-29,1149,1786,473.6,544163.55,64.3,1.3,Tuesday,9,2020
7a20e52829bd846d,2020-10-02,997,1805,440.02,438702.3,55.2,1.1,Friday,10,2020
07acd16b556dd864,2020-10-02,100,297,704.36,70436.22,33.7,1.1,Friday,10,2020
37d0d111f3b188d5,2020-10-03,811,1029,554.21,449461.11,78.8,1.43,Saturday,10,2020
f10ba6f1ebd530a4,2020-10-10,1137,1151,1537.56,1748202.43,98.8,1.43,Saturday,10,2020
cfe603ecf84ca199,2020-10-11,1798,1984,828.75,1490097.29,90.6,1.43,Sunday,10,2020
d6b81da7ff177362,2020-10-12,168,302,832.9,139927.15,55.6,1.1,Monday,10,2020
4d3c3e21704186d6,2020-10-12,1375,1786,448.92,617266.84,77.0,1.1,Monday,10,2020
d6b81da7ff177362,2020-10-13,127,302,848.14,107713.81,42.1,1.1,Tuesday,10,2020
f48605ea51e41b4c,2020-10-15,398,663,873.1,347494.06,60.0,1.1,Thursday,10,2020
b696fa66076665dc,2020-10-16,443,584,671.6,297520.95,75.9,1.1,Friday,10,2020
07acd16b556dd864,2020-10-16,260,297,793.87,206405.17,87.5,1.1,Friday,10,2020
b696fa66076665dc,2020-10-18,327,584,840.42,274816.1,56.0,1.43,Sunday,10,2020
4d3c3e21704186d6,2020-10-19,833,1786,515.42,429343.63,46.6,1.1,Monday,10,2020
37d0d111f3b188d5,2020-10-26,771,1029,507.16,391023.83,74.9,1.1,Monday,10,2020
37d0d111f3b188d5,2020-10-27,456,1029,459.22,209404.01,44.3,1.1,Tuesday,10,2020
7a20e52829bd846d,2020-10-27,1784,1805,338.93,604647.46,98.8,1.1,Tuesday,10,2020
f48605ea51e41b4c,2020-10-27,253,663,947.75,239780.3,38.2,1.1,Tuesday,10,2020
039159df8a511e8a,2020-10-28,996,1804,457.03,455197.41,55.2,1.1,Wednesday,10,2020
cfe603ecf84ca199,2020-10-29,1435,1984,612.19,878490.05,72.3,1.1,Thursday,10,2020
f48605ea51e41b4c,2020-11-02,452,663,973.02,439807.18,68.2,0.9,Monday,11,2020
07acd16b556dd864,2020-11-03,81,297,715.0,57914.63,27.3,0.9,Tuesday,11,2020
7a20e52829bd846d,2020-11-04,823,1805,356.37,293295.67,45.6,0.9,Wednesday,11,2020
4672518ff5f66c70,2020-11-04,380,686,1439.14,546874.48,55.4,0.9,Wednesday,11,2020
f48605ea51e41b4c,2020-11-06,478,663,971.46,464358.3,72.1,0.9,Friday,11,2020
039159df8a511e8a,2020-11-16,826,1804,528.09,436200.63,45.8,0.9,Monday,11,2020
f10ba6f1ebd530a4,2020-11-16,883,1151,1328.15,1172753.54,76.7,0.9,Monday,11,2020
07acd16b556dd864,2020-11-18,171,297,846.72,144788.51,57.6,0.9,Wednesday,11,2020
37d0d111f3b188d5,2020-11-19,499,1029,458.37,228724.94,48.5,0.9,Thursday,11,2020
d6b81da7ff177362,2020-11-21,299,302,910.22,272156.68,99.0,1.17,Saturday,11,2020
039159df8a511e8a,2020-11-23,1083,1804,527.54,571326.35,60.0,0.9,Monday,11,2020
7a20e52829bd846d,2020-11-24,847,1805,303.32,256910.66,46.9,0.9,Tuesday,11,2020
039159df8a511e8a,2020-11-25,592,1804,514.74,304724.17,32.8,0.9,Wednesday,11,2020
4d3c3e21704186d6,2020-11-26,1361,1786,533.27,725783.78,76.2,0.9,Thursday,11,2020
b696fa66076665dc,2020-11-26,223,584,550.13,122678.56,38.2,0.9,Thursday,11,2020
f10ba6f1ebd530a4,2020-11-28,505,1151,1556.83,786200.99,43.9,1.17,Saturday,11,2020
4672518ff5f66c70,2020-11-30,357,686,1525.03,544435.56,52.0,0.9,Monday,11,2020
039159df8a511e8a,2020-12-02,1321,1804,698.47,922673.39,73.2,1.4,Wednesday,12,2020
f10ba6f1ebd530a4,2020-12-03,1113,1151,1491.26,1659774.01,96.7,1.4,Thursday,12,2020
d6b81da7ff177362,2020-12-03,302,302,921.73,278361.02,100.0,1.4,Thursday,12,2020
07acd16b556dd864,2020-12-03,254,297,966.95,245605.57,85.5,1.4,Thursday,12,2020
37d0d111f3b188d5,2020-12-03,767,1029,567.39,435189.34,74.5,1.4,Thursday,12,2020
4672518ff5f66c70,2020-12-05,384,686,1848.19,709705.09,56.0,1.82,Saturday,12,2020
4672518ff5f66c70,2020-12-06,686,686,2015.96,1382951.77,100.0,1.82,Sunday,12,2020
cfe603ecf84ca199,2020-12-06,1524,1984,845.72,1288871.37,76.8,1.82,Sunday,12,2020
d6b81da7ff177362,2020-12-07,173,302,734.19,127014.4,57.3,1.4,Monday,12,2020
b696fa66076665dc,2020-12-08,584,584,760.85,444339.32,100.0,1.4,Tuesday,12,2020
f10ba6f1ebd530a4,2020-12-09,553,1151,1533.94,848269.62,48.0,1.4,Wednesday,12,2020
7a20e52829bd846d,2020-12-11,1528,1805,460.66,703886.85,84.7,1.4,Friday,12,2020
d6b81da7ff177362,2020-12-19,181,302,1078.97,195294.27,59.9,1.82,Saturday,12,2020
039159df8a511e8a,2020-12-20,1804,1804,754.55,1361214.21,100.0,1.82,Sunday,12,2020
b696fa66076665dc,2020-12-24,319,584,669.68,213626.47,54.6,1.4,Thursday,12,2020
4672518ff5f66c70,2020-12-26,522,686,1612.26,841599.03,76.1,1.82,Saturday,12,2020
07acd16b556dd864,2020-12-26,254,297,1226.4,311506.66,85.5,1.82,Saturday,12,2020
7a20e52829bd846d,2020-12-29,1805,1805,407.84,736158.34,100.0,1.4,Tuesday,12,2020
b696fa66076665dc,2020-12-31,574,584,784.93,450548.99,98.3,1.4,Thursday,12,2020
cfe603ecf84ca199,2021-01-04,729,1984,625.9,456284.49,36.7,0.816,Monday,1,2021
d6b81da7ff177362,2021-01-07,182,302,709.11,129057.98,60.3,0.816,Thursday,1,2021
37d0d111f3b188d5,2021-01-07,700,1029,302.94,212058.17,68.0,0.816,Thursday,1,2021
07acd16b556dd864,2021-01-15,199,297,745.45,148344.06,67.0,0.816,Friday,1,2021
b696fa66076665dc,2021-01-16,262,584,571.25,149667.96,44.9,1.061,Saturday,1,2021
cfe603ecf84ca199,2021-01-16,1591,1984,773.07,1229961.96,80.2,1.061,Saturday,1,2021
cfe603ecf84ca199,2021-01-17,697,1984,595.08,414768.86,35.1,1.061,Sunday,1,2021
b696fa66076665dc,2021-01-24,380,584,721.46,274153.23,65.1,1.061,Sunday,1,2021
d6b81da7ff177362,2021-01-24,121,302,820.19,99243.01,40.1,1.061,Sunday,1,2021
07acd16b556dd864,2021-01-26,118,297,731.88,86362.4,39.7,0.816,Tuesday,1,2021
6654d146e2a0180a,2021-01-27,688,996,1152.46,792894.23,69.1,0.816,Wednesday,1,2021
37d0d111f3b188d5,2021-01-29,635,1029,443.6,281684.92,61.7,0.816,Friday,1,2021
37d0d111f3b188d5,2021-02-01,505,1029,374.67,189209.32,49.1,0.714,Monday,2,2021
6654d146e2a0180a,2021-02-03,268,996,1036.57,277802.04,26.9,0.714,Wednesday,2,2021
cfe603ecf84ca199,2021-02-06,1141,1984,519.18,592388.76,57.5,0.928,Saturday,2,2021
37d0d111f3b188d5,2021-02-08,593,1029,359.64,213264.51,57.6,0.714,Monday,2,2021
039159df8a511e8a,2021-02-08,859,1804,366.92,315187.45,47.6,0.714,Monday,2,2021
f48605ea51e41b4c,2021-02-11,306,663,820.62,251109.43,46.2,0.714,Thursday,2,2021
039159df8a511e8a,2021-02-12,579,1804,506.47,293245.95,32.1,0.714,Friday,2,2021
039159df8a511e8a,2021-02-15,1021,1804,436.8,445974.05,56.6,0.714,Monday,2,2021
f10ba6f1ebd530a4,2021-02-16,513,1151,1240.44,636346.49,44.6,0.714,Tuesday,2,2021
4672518ff5f66c70,2021-02-16,388,686,1077.89,418221.51,56.6,0.714,Tuesday,2,2021
039159df8a511e8a,2021-02-21,1151,1804,479.91,552377.02,63.8,0.928,Sunday,2,2021
4d3c3e21704186d6,2021-02-21,996,1786,467.24,465368.23,55.8,0.928,Sunday,2,2021
cfe603ecf84ca199,2021-02-24,664,1984,492.91,327291.86,33.5,0.714,Wednesday,2,2021
039159df8a511e8a,2021-02-25,397,1804,371.31,147408.92,22.0,0.714,Thursday,2,2021
7a20e52829bd846d,2021-02-25,511,1805,353.73,180755.56,28.3,0.714,Thursday,2,2021
d6b81da7ff177362,2021-02-28,209,302,817.5,170857.47,69.2,0.928,Sunday,2,2021
4672518ff5f66c70,2021-03-04,456,686,1355.16,617951.64,66.5,0.918,Thursday,3,2021
6654d146e2a0180a,2021-03-05,776,996,1613.1,1251767.51,77.9,0.918,Friday,3,2021
cfe603ecf84ca199,2021-03-05,1471,1984,672.37,989055.87,74.1,0.918,Friday,3,2021
7a20e52829bd846d,2021-03-08,656,1805,348.06,228326.04,36.3,0.918,Monday,3,2021
d6b81da7ff177362,2021-03-10,179,302,617.97,110617.0,59.3,0.918,Wednesday,3,2021
f10ba6f1ebd530a4,2021-03-13,547,1151,1428.92,781616.61,47.5,1.193,Saturday,3,2021
f10ba6f1ebd530a4,2021-03-15,473,1151,1106.52,523381.9,41.1,0.918,Monday,3,2021
7a20e52829bd846d,2021-03-20,1284,1805,340.27,436901.24,71.1,1.193,Saturday,3,2021
f48605ea51e41b4c,2021-03-21,588,663,896.87,527362.42,88.7,1.193,Sunday,3,2021
f48605ea51e41b4c,2021-03-24,194,663,907.22,176000.05,29.3,0.918,Wednesday,3,2021
d6b81da7ff177362,2021-03-28,302,302,970.79,293177.8,100.0,1.193,Sunday,3,2021
6654d146e2a0180a,2021-03-29,608,996,1193.91,725898.57,61.0,0.918,Monday,3,2021
07acd16b556dd864,2021-04-03,266,297,787.56,209489.94,89.6,1.459,Saturday,4,2021
6654d146e2a0180a,2021-04-07,601,996,1454.27,874014.38,60.3,1.122,Wednesday,4,2021
f10ba6f1ebd530a4,2021-04-08,512,1151,1145.59,586541.27,44.5,1.122,Thursday,4,2021
6654d146e2a0180a,2021-04-08,962,996,1760.15,1693268.0,96.6,1.122,Thursday,4,2021
cfe603ecf84ca199,2021-04-11,1415,1984,811.42,1148160.08,71.3,1.459,Sunday,4,2021
